Sample	Type	RR(ms)
7690718	0	1272	
7690800	2	427	
7691028	0	1294	
7691110	2	427	
7691331	0	1255	
7691413	2	427	
7691629	0	1227	
7691712	2	433	
7691924	0	1205	
7692008	2	438	
7692216	0	1183	
7692301	2	444	
7692508	0	1177	
7692593	2	444	
7692799	0	1166	
7692884	2	450	
7693089	0	1166	
7693174	2	444	
7693371	0	1116	
7693457	2	455	
7693654	0	1122	
7693740	2	450	
7693941	0	1144	
7694026	2	444	
7694237	0	1200	
7694321	2	438	
7694536	0	1222	
7694619	2	433	
7694841	0	1261	
7694924	2	433	
7695146	0	1261	
7695228	2	427	
7695451	0	1266	
7695533	2	427	
7695751	0	1238	
7695833	2	427	
7696050	0	1233	
7696133	2	433	
7696348	0	1222	
7696432	2	438	
7696653	0	1255	
7696735	2	427	
7696950	0	1222	
7697034	2	438	
7697241	0	1177	
7697325	2	438	
7697523	0	1122	
7697609	2	455	
7697802	0	1100	
7697888	2	450	
7698086	0	1122	
7698172	2	455	
7698382	0	1194	
7698466	2	438	
7698689	0	1266	
7698772	2	433	
7698999	0	1283	
7699082	2	438	
7699309	0	1288	
7699391	2	427	
7699609	0	1238	
7699692	2	433	
7699908	0	1227	
7699991	2	433	
7700202	0	1200	
7700286	2	438	
7700495	0	1188	
7700579	2	438	
7700782	0	1155	
7700867	2	444	
7701064	0	1122	
7701150	2	450	
7701342	0	1094	
7701428	2	450	
7701629	0	1144	
7701714	2	444	
7701922	0	1183	
7702006	2	438	
7702230	0	1272	
7702312	2	427	
7702537	0	1277	
7702620	2	433	
7702848	0	1294	
7702930	2	427	
7703154	0	1272	
7703236	2	427	
7703459	0	1266	
7703541	2	427	
7703759	0	1238	
7703842	2	433	
7704062	0	1250	
7704145	2	433	
7704360	0	1222	
7704444	2	438	
7704657	0	1211	
7704741	2	438	
7704954	0	1211	
7705038	2	438	
7705239	0	1144	
7705324	2	444	
7705524	0	1138	
7705610	2	450	
7705821	0	1200	
7705906	2	444	
7706154	0	1405	
7706235	2	422	
7706476	0	1366	
7706558	2	427	
7706798	0	1361	
7706879	2	422	
7707107	0	1294	
7707189	2	427	
7707417	0	1294	
7707499	2	427	
7707719	0	1250	
7707802	2	433	
7708020	0	1238	
7708104	2	438	
7708315	0	1200	
7708399	2	438	
7708602	0	1155	
7708688	2	450	
7708881	0	1100	
7708968	2	455	
7709164	0	1116	
7709250	2	450	
7709456	0	1166	
7709541	2	450	
7709765	0	1272	
7709849	2	438	
7710079	0	1300	
7710162	2	438	
7710393	0	1311	
7710475	2	427	
7710691	0	1227	
7710774	2	433	
7710982	0	1183	
7711066	2	438	
7711273	0	1177	
7711357	2	438	
7711564	0	1177	
7711648	2	438	
7711853	0	1166	
7711938	2	444	
7712140	0	1150	
7712225	2	444	
7712441	0	1227	
7712525	2	438	
7712746	0	1255	
7712829	2	433	
7713062	0	1322	
7713143	2	422	
7713371	0	1294	
7713452	2	422	
7713682	0	1305	
7713763	2	422	
7713987	0	1272	
7714069	2	427	
7714294	0	1277	
7714376	2	427	
7714595	0	1244	
7714678	2	433	
7714898	0	1250	
7714981	2	433	
7715192	0	1200	
7715276	2	438	
7715486	0	1194	
7715570	2	438	
7715778	0	1183	
7715863	2	444	
7716076	0	1211	
7716160	2	438	
7716373	0	1211	
7716457	2	438	
7716683	0	1283	
7716766	2	433	
7716984	0	1238	
7717068	2	438	
7717282	0	1216	
7717365	2	433	
7717574	0	1183	
7717659	2	450	
7717865	0	1172	
7717949	2	438	
7718150	0	1144	
7718235	2	444	
7718431	0	1116	
7718516	2	444	
7718721	0	1166	
7718806	2	444	
7719025	0	1244	
7719108	2	433	
7719334	0	1283	
7719416	2	427	
7719640	0	1272	
7719722	2	427	
7719946	0	1272	
7720027	2	422	
7720247	0	1250	
7720329	2	427	
7720546	0	1233	
7720628	2	427	
7720840	0	1205	
7720923	2	433	
7721134	0	1200	
7721218	2	438	
7721422	0	1161	
7721506	2	438	
7721710	0	1161	
7721794	2	438	
7721991	0	1122	
7722077	2	450	
7722266	0	1077	
7722353	2	455	
7722538	0	1050	
7722625	2	461	
7722816	0	1088	
7722903	2	455	
7723109	0	1166	
7723194	2	450	
7723423	0	1300	
7723505	2	427	
7723742	0	1338	
7723824	2	433	
7724053	0	1300	
7724135	2	427	
7724359	0	1272	
7724441	2	427	
7724667	0	1283	
7724748	2	422	
7724970	0	1261	
7725053	2	433	
7725273	0	1250	
7725356	2	433	
7725571	0	1222	
7725655	2	438	
7725867	0	1205	
7725952	2	444	
7726157	0	1166	
7726242	2	444	
7726440	0	1127	
7726526	2	450	
7726723	0	1116	
7726809	2	455	
7727013	0	1161	
7727098	2	444	
7727311	0	1211	
7727395	2	438	
7727610	0	1222	
7727694	2	438	
7727912	0	1238	
7727996	2	438	
7728210	0	1216	
7728294	2	438	
7728510	0	1227	
7728594	2	438	
7728805	0	1200	
7728889	2	438	
7729102	0	1211	
7729186	2	438	
7729388	0	1150	
7729473	2	444	
7729671	0	1127	
7729756	2	444	
7729957	0	1138	
7730042	2	450	
7730267	0	1277	
7730350	2	433	
7730582	0	1311	
7730663	2	427	
7730889	0	1283	
7730971	2	427	
7731192	0	1250	
7731274	2	433	
7731493	0	1244	
7731575	2	427	
7731792	0	1233	
7731874	2	427	
7732090	0	1227	
7732173	2	433	
7732381	0	1183	
7732464	2	433	
7732666	0	1150	
7732751	2	444	
7732950	0	1133	
7733036	2	450	
7733244	0	1183	
7733328	2	438	
7733536	0	1177	
7733621	2	450	
7733833	0	1205	
7733917	2	438	
7734133	0	1222	
7734217	2	444	
7734435	0	1238	
7734518	2	433	
7734739	0	1255	
7734822	2	433	
7735043	0	1255	
7735126	2	433	
7735353	0	1288	
7735436	2	433	
7735657	0	1255	
7735740	2	433	
7735963	0	1266	
7736046	2	433	
7736259	0	1211	
7736343	2	438	
7736553	0	1194	
7736637	2	438	
7736847	0	1194	
7736931	2	438	
7737140	0	1188	
7737225	2	444	
7737439	0	1216	
7737523	2	438	
7737741	0	1238	
7737825	2	438	
7738042	0	1233	
7738125	2	433	
7738340	0	1222	
7738424	2	438	
7738636	0	1205	
7738720	2	438	
7738932	0	1205	
7739016	2	438	
7739232	0	1227	
7739316	2	438	
7739529	0	1211	
7739614	2	444	
7739830	0	1227	
7739913	2	433	
7740130	0	1233	
7740214	2	438	
7740435	0	1255	
7740518	2	433	
7740732	0	1216	
7740816	2	438	
7741023	0	1177	
7741108	2	444	
7741309	0	1138	
7741394	2	450	
7741595	0	1144	
7741680	2	444	
7741881	0	1144	
7741966	2	444	
7742164	0	1127	
7742249	2	444	
7742468	0	1244	
7742551	2	433	
7742776	0	1272	
7742858	2	433	
7743090	0	1316	
7743171	2	422	
7743393	0	1261	
7743475	2	427	
7743697	0	1261	
7743778	2	422	
7743987	0	1188	
7744070	2	433	
7744269	0	1133	
7744353	2	438	
7744543	0	1083	
7744627	2	438	
7744815	0	1072	
7744901	2	450	
7745091	0	1083	
7745177	2	450	
7745382	0	1166	
7745467	2	444	
7745684	0	1233	
7745766	2	427	
7745991	0	1277	
7746073	2	427	
7746295	0	1261	
7746377	2	427	
7746599	0	1261	
7746681	2	427	
7746901	0	1250	
7746983	2	427	
7747204	0	1255	
7747286	2	427	
7747509	0	1266	
7747592	2	433	
7747805	0	1211	
7747889	2	438	
7748101	0	1205	
7748185	2	438	
7748393	0	1183	
7748478	2	444	
7748695	0	1233	
7748778	2	433	
7748995	0	1233	
7749078	2	433	
7749286	0	1183	
7749370	2	438	
7749576	0	1166	
7749661	2	450	
7749873	0	1205	
7749956	2	433	
7750185	0	1300	
7750268	2	433	
7750501	0	1322	
7750582	2	422	
7750862	0	1583	
7751041	0	994	
7751221	0	1000	
7751404	0	1016	
7751594	0	1050	
7751790	0	1094	
7751983	0	1066	
7752177	0	1083	
7752362	0	1022	
7752546	0	1022	
7752728	0	1016	
7752903	0	972	
7753072	0	938	
7753235	0	905	
7753391	0	866	
7753542	0	833	
7753696	0	855	
7753793	2	516	
7754008	0	1222	
7754096	2	461	
7754313	0	1227	
7754402	2	472	
7754615	0	1211	
7754703	2	461	
7754908	0	1166	
7754996	2	461	
7755194	0	1127	
7755283	2	466	
7755472	0	1077	
7755562	2	472	
7755745	0	1044	
7755837	2	483	
7756019	0	1033	
7756112	2	494	
7756299	0	1066	
7756390	2	477	
7756583	0	1100	
7756674	2	477	
7756870	0	1116	
7756960	2	472	
7757163	0	1155	
7757251	2	461	
7757454	0	1155	
7757542	2	461	
7757747	0	1166	
7757834	2	455	
7758036	0	1144	
7758125	2	472	
7758320	0	1111	
7758410	2	472	
7758599	0	1077	
7758690	2	477	
7758871	0	1033	
7758964	2	488	
7759141	0	1011	
7759237	2	505	
7759415	0	1016	
7759511	2	505	
7759726	0	1222	
7759815	2	455	
7760042	0	1294	
7760129	2	461	
7760352	0	1266	
7760438	2	450	
7760651	0	1205	
7760739	2	466	
7760948	0	1188	
7761036	2	461	
7761241	0	1161	
7761331	2	477	
7761532	0	1144	
7761622	2	472	
7761818	0	1111	
7761910	2	488	
7762098	0	1072	
7762191	2	488	
7762378	0	1061	
7762471	2	494	
7762671	0	1138	
7762761	2	472	
7762975	0	1211	
7763063	2	466	
7763286	0	1266	
7763373	2	455	
7763591	0	1233	
7763679	2	466	
7763898	0	1238	
7763985	2	461	
7764213	0	1294	
7764299	2	450	
7764519	0	1250	
7764606	2	455	
7764818	0	1200	
7764906	2	466	
7765115	0	1183	
7765204	2	472	
7765419	0	1216	
7765507	2	455	
7765721	0	1222	
7765809	2	466	
7766032	0	1266	
7766118	2	450	
7766347	0	1300	
7766433	2	450	
7766671	0	1344	
7766756	2	450	
7766994	0	1350	
7767079	2	444	
7767308	0	1300	
7767394	2	450	
7767618	0	1266	
7767705	2	461	
7767926	0	1255	
7768012	2	450	
7768225	0	1205	
7768313	2	466	
7768517	0	1161	
7768606	2	466	
7768803	0	1116	
7768894	2	483	
7769089	0	1111	
7769180	2	477	
7769377	0	1116	
7769468	2	483	
7769669	0	1144	
7769759	2	472	
7769961	0	1144	
7770051	2	477	
7770253	0	1150	
7770342	2	466	
7770544	0	1144	
7770633	2	472	
7770832	0	1133	
7770921	2	466	
7771118	0	1122	
7771208	2	472	
7771397	0	1077	
7771488	2	477	
7771673	0	1055	
7771765	2	483	
7771950	0	1055	
7772043	2	488	
7772236	0	1100	
7772326	2	472	
7772534	0	1177	
7772622	2	466	
7772836	0	1216	
7772923	2	455	
7773140	0	1233	
7773226	2	450	
7773434	0	1183	
7773521	2	455	
7773722	0	1144	
7773811	2	466	
7774007	0	1116	
7774096	2	466	
7774297	0	1144	
7774387	2	461	
7774588	0	1150	
7774677	2	472	
7774884	0	1177	
7774972	2	461	
7775184	0	1200	
7775271	2	461	
7775490	0	1244	
7775576	2	450	
7775794	0	1233	
7775881	2	461	
7776095	0	1216	
7776182	2	444	
7776386	0	1166	
7776475	2	472	
7776673	0	1127	
7776762	2	466	
7776953	0	1088	
7777044	2	477	
7777234	0	1083	
7777324	2	472	
7777515	0	1088	
7777605	2	472	
7777826	0	1255	
7777912	2	438	
7778143	0	1322	
7778227	2	438	
7778457	0	1300	
7778542	2	427	
7778770	0	1316	
7778853	2	433	
7779077	0	1272	
7779161	2	438	
7779381	0	1250	
7779465	2	438	
7779680	0	1222	
7779766	2	450	
7779975	0	1188	
7780061	2	450	
7780267	0	1166	
7780354	2	461	
7780563	0	1188	
7780650	2	455	
7780858	0	1177	
7780946	2	466	
7781159	0	1211	
7781246	2	444	
7781460	0	1222	
7781548	2	466	
7781764	0	1222	
7781851	2	461	
7782067	0	1227	
7782154	2	455	
7782366	0	1205	
7782454	2	461	
7782660	0	1166	
7782750	2	477	
7782954	0	1161	
7783044	2	472	
7783243	0	1127	
7783335	2	488	
7783528	0	1100	
7783620	2	483	
7783808	0	1066	
7783901	2	494	
7784081	0	1027	
7784175	2	494	
7784349	0	988	
7784447	2	522	
7784615	0	955	
7784715	2	533	
7784891	0	1005	
7784985	2	494	
7785177	0	1094	
7785267	2	472	
7785473	0	1172	
7785560	2	455	
7785769	0	1183	
7785856	2	461	
7786068	0	1205	
7786154	2	450	
7786364	0	1188	
7786450	2	455	
7786657	0	1177	
7786744	2	455	
7786946	0	1144	
7787034	2	466	
7787232	0	1127	
7787321	2	466	
7787516	0	1111	
7787606	2	472	
7787794	0	1072	
7787886	2	483	
7788066	0	1027	
7788159	2	488	
7788332	0	988	
7788428	2	505	
7788601	0	988	
7788698	2	511	
7788908	0	1194	
7788996	2	461	
7789232	0	1333	
7789318	2	433	
7789568	0	1438	
7789650	2	427	
7789885	0	1333	
7789969	2	438	
7790190	0	1255	
7790275	2	444	
7790490	0	1216	
7790576	2	455	
7790796	0	1250	
7790882	2	450	
7791101	0	1238	
7791188	2	461	
7791409	0	1255	
7791496	2	455	
7791713	0	1233	
7791800	2	455	
7792013	0	1211	
7792101	2	461	
7792306	0	1166	
7792395	2	466	
7792595	0	1138	
7792686	2	477	
7792878	0	1094	
7792970	2	483	
7793156	0	1061	
7793249	2	488	
7793429	0	1027	
7793523	2	494	
7793708	0	1055	
7793801	2	488	
7793995	0	1100	
7794086	2	483	
7794294	0	1183	
7794382	2	461	
7794602	0	1250	
7794688	2	450	
7794905	0	1233	
7794991	2	450	
7795205	0	1216	
7795292	2	455	
7795499	0	1177	
7795587	2	461	
7795791	0	1161	
7795879	2	461	
7796079	0	1138	
7796169	2	472	
7796364	0	1111	
7796455	2	477	
7796645	0	1077	
7796737	2	488	
7796923	0	1061	
7797016	2	488	
7797212	0	1116	
7797303	2	477	
7797513	0	1188	
7797601	2	466	
7797825	0	1266	
7797912	2	461	
7798138	0	1277	
7798225	2	461	
7798450	0	1277	
7798537	2	455	
7798760	0	1261	
7798847	2	461	
7799071	0	1266	
7799159	2	466	
7799382	0	1266	
7799469	2	455	
7799688	0	1238	
7799776	2	466	
7799994	0	1238	
7800083	2	466	
7800294	0	1194	
7800385	2	483	
7800594	0	1188	
7800684	2	472	
7800893	0	1183	
7800983	2	477	
7801197	0	1216	
7801286	2	466	
7801497	0	1194	
7801587	2	477	
7801800	0	1211	
7801888	2	461	
7802099	0	1200	
7802189	2	472	
7802406	0	1233	
7802495	2	466	
7802719	0	1272	
7802807	2	461	
7803034	0	1283	
7803121	2	461	
7803340	0	1244	
7803428	2	461	
7803638	0	1188	
7803728	2	477	
7803933	0	1166	
7804023	2	472	
7804225	0	1144	
7804316	2	483	
7804518	0	1150	
7804608	2	472	
7804807	0	1127	
7804899	2	488	
7805094	0	1111	
7805186	2	483	
7805380	0	1105	
7805472	2	483	
7805664	0	1094	
7805755	2	477	
7805944	0	1077	
7806035	2	477	
7806219	0	1050	
7806311	2	483	
7806493	0	1038	
7806585	2	483	
7806771	0	1055	
7806862	2	483	
7807056	0	1105	
7807145	2	466	
7807349	0	1155	
7807436	2	461	
7807647	0	1200	
7807732	2	444	
7807947	0	1216	
7808032	2	450	
7808244	0	1205	
7808329	2	444	
7808536	0	1177	
7808622	2	450	
7808827	0	1166	
7808913	2	450	
7809116	0	1155	
7809203	2	455	
7809406	0	1155	
7809493	2	455	
7809691	0	1122	
7809779	2	466	
7809967	0	1066	
7810057	2	477	
7810236	0	1022	
7810328	2	483	
7810500	0	983	
7810594	2	494	
7810767	0	988	
7810860	2	488	
7811045	0	1050	
7811135	2	477	
7811336	0	1144	
7811424	2	461	
7811633	0	1183	
7811719	2	455	
7811928	0	1188	
7812013	2	444	
7812217	0	1161	
7812303	2	450	
7812501	0	1127	
7812588	2	455	
7812786	0	1127	
7812874	2	461	
7813068	0	1105	
7813157	2	466	
7813351	0	1105	
7813440	2	466	
7813632	0	1094	
7813722	2	472	
7813909	0	1077	
7814001	2	472	
7814187	0	1061	
7814279	2	483	
7814459	0	1027	
7814552	2	488	
7814732	0	1027	
7814827	2	500	
7815039	0	1205	
7815127	2	461	
7815353	0	1277	
7815440	2	461	
7815678	0	1350	
7815763	2	444	
7815990	0	1283	
7816076	2	455	
7816307	0	1305	
7816393	2	455	
7816630	0	1344	
7816715	2	444	
7816950	0	1333	
7817036	2	450	
7817269	0	1322	
7817355	2	450	
7817585	0	1305	
7817673	2	461	
7817891	0	1233	
7817980	2	472	
7818198	0	1238	
7818287	2	466	
7818512	0	1277	
7818600	2	461	
7818836	0	1338	
7818922	2	450	
7819155	0	1316	
7819243	2	466	
7819474	0	1311	
7819562	2	461	
7819789	0	1288	
7819877	2	461	
7820102	0	1277	
7820190	2	461	
7820409	0	1244	
7820498	2	466	
7820711	0	1205	
7820801	2	477	
7821017	0	1227	
7821106	2	466	
7821326	0	1244	
7821414	2	466	
7821635	0	1255	
7821724	2	466	
7821940	0	1222	
7822030	2	477	
7822242	0	1205	
7822332	2	472	
7822540	0	1177	
7822631	2	483	
7822836	0	1166	
7822926	2	472	
7823129	0	1150	
7823220	2	483	
7823426	0	1172	
7823516	2	472	
7823721	0	1161	
7823812	2	483	
7824017	0	1161	
7824107	2	477	
7824309	0	1144	
7824400	2	483	
7824600	0	1138	
7824691	2	477	
7824892	0	1144	
7824982	2	472	
7825183	0	1138	
7825273	2	477	
7825475	0	1150	
7825565	2	472	
7825763	0	1122	
7825854	2	483	
7826049	0	1111	
7826141	2	483	
7826330	0	1072	
7826423	2	494	
7826612	0	1077	
7826704	2	483	
7826894	0	1077	
7826987	2	494	
7827178	0	1083	
7827270	2	488	
7827463	0	1100	
7827554	2	477	
7827744	0	1083	
7827835	2	477	
7828021	0	1061	
7828113	2	483	
7828294	0	1033	
7828387	2	488	
7828570	0	1044	
7828663	2	488	
7828848	0	1050	
7828942	2	500	
7829132	0	1077	
7829224	2	488	
7829420	0	1116	
7829511	2	477	
7829705	0	1105	
7829795	2	472	
7829990	0	1111	
7830081	2	477	
7830272	0	1088	
7830363	2	477	
7830553	0	1083	
7830645	2	483	
7830833	0	1072	
7830926	2	488	
7831114	0	1072	
7831207	2	488	
7831405	0	1127	
7831495	2	472	
7831697	0	1150	
7831787	2	472	
7831985	0	1127	
7832075	2	472	
7832271	0	1111	
7832362	2	483	
7832557	0	1111	
7832647	2	472	
7832843	0	1116	
7832934	2	477	
7833135	0	1144	
7833224	2	466	
7833438	0	1216	
7833527	2	444	
7833759	0	1338	
7833845	2	450	
7834083	0	1344	
7834168	2	450	
7834398	0	1300	
7834483	2	450	
7834708	0	1277	
7834794	2	450	
7835009	0	1222	
7835096	2	455	
7835306	0	1194	
7835394	2	461	
7835593	0	1133	
7835683	2	472	
7835869	0	1061	
7835962	2	488	
7836139	0	1011	
7836233	2	494	
7836416	0	1044	
7836508	2	483	
7836706	0	1127	
7836795	2	466	
7837014	0	1244	
7837099	2	433	
7837319	0	1261	
7837404	2	444	
7837626	0	1261	
7837711	2	433	
7837922	0	1211	
7838008	2	450	
7838214	0	1172	
7838301	2	455	
7838501	0	1138	
7838589	2	461	
7838787	0	1127	
7838875	2	461	
7839069	0	1105	
7839158	2	466	
7839347	0	1077	
7839437	2	472	
7839618	0	1033	
7839710	2	483	
7839888	0	1016	
7839981	2	488	
7840168	0	1066	
7840259	2	477	
7840491	0	1316	
7840576	2	422	
7840817	0	1383	
7840901	2	444	
7841133	0	1316	
7841217	2	438	
7841447	0	1305	
7841531	2	438	
7841771	0	1361	
7841855	2	438	
7842087	0	1316	
7842172	2	444	
7842400	0	1294	
7842485	2	444	
7842714	0	1300	
7842800	2	450	
7843025	0	1272	
7843111	2	455	
7843335	0	1272	
7843422	2	455	
7843641	0	1244	
7843728	2	455	
7843944	0	1227	
7844032	2	461	
7844244	0	1205	
7844333	2	466	
7844546	0	1211	
7844635	2	466	
7844844	0	1188	
7844935	2	477	
7845149	0	1216	
7845237	2	461	
7845452	0	1216	
7845541	2	472	
7845754	0	1205	
7845842	2	466	
7846052	0	1188	
7846141	2	472	
7846349	0	1183	
7846438	2	466	
7846640	0	1150	
7846731	2	477	
7846926	0	1111	
7847018	2	483	
7847203	0	1055	
7847297	2	494	
7847480	0	1044	
7847573	2	488	
7847765	0	1094	
7847856	2	477	
7848086	0	1305	
7848171	2	444	
7848393	0	1261	
7848479	2	450	
7848700	0	1255	
7848786	2	450	
7849004	0	1233	
7849091	2	461	
7849310	0	1244	
7849397	2	455	
7849607	0	1188	
7849695	2	466	
7849902	0	1177	
7849990	2	461	
7850195	0	1166	
7850284	2	466	
7850490	0	1166	
7850579	2	472	
7850789	0	1194	
7850878	2	466	
7851091	0	1211	
7851179	2	461	
7851393	0	1211	
7851482	2	472	
7851696	0	1216	
7851785	2	466	
7851995	0	1188	
7852085	2	477	
7852293	0	1183	
7852382	2	466	
7852584	0	1144	
7852675	2	483	
7852868	0	1100	
7852961	2	488	
7853145	0	1044	
7853240	2	505	
7853423	0	1044	
7853518	2	500	
7853705	0	1061	
7853799	2	500	
7853994	0	1111	
7854086	2	483	
7854285	0	1133	
7854376	2	477	
7854574	0	1127	
7854664	2	472	
7854866	0	1150	
7854955	2	466	
7855153	0	1127	
7855243	2	472	
7855437	0	1105	
7855527	2	472	
7855714	0	1066	
7855806	2	483	
7855984	0	1016	
7856080	2	505	
7856252	0	983	
7856353	2	511	
7856527	0	1016	
7856625	2	516	
7856842	0	1233	
7856929	2	455	
7857162	0	1322	
7857247	2	444	
7857474	0	1288	
7857560	2	450	
7857771	0	1200	
7857859	2	461	
7858069	0	1194	
7858157	2	461	
7858361	0	1161	
7858449	2	461	
7858651	0	1150	
7858740	2	466	
7858938	0	1127	
7859028	2	472	
7859224	0	1116	
7859315	2	477	
7859506	0	1088	
7859598	2	483	
7859787	0	1077	
7859879	2	483	
7860073	0	1105	
7860164	2	477	
7860364	0	1138	
7860453	2	466	
7860655	0	1150	
7860745	2	472	
7860943	0	1127	
7861033	2	472	
7861231	0	1127	
7861321	2	472	
7861515	0	1100	
7861606	2	483	
7861801	0	1111	
7861892	2	477	
7862115	0	1266	
7862202	2	433	
7862443	0	1388	
7862528	2	444	
7862775	0	1394	
7862860	2	427	
7863095	0	1355	
7863179	2	438	
7863406	0	1288	
7863492	2	450	
7863726	0	1327	
7863810	2	438	
7864045	0	1333	
7864130	2	444	
7864364	0	1327	
7864449	2	444	
7864684	0	1333	
7864770	2	450	
7865001	0	1311	
7865087	2	450	
7865315	0	1294	
7865402	2	455	
7865622	0	1250	
7865709	2	455	
7865925	0	1227	
7866013	2	461	
7866221	0	1183	
7866310	2	466	
7866513	0	1155	
7866603	2	472	
7866800	0	1122	
7866892	2	483	
7867093	0	1144	
7867183	2	472	
7867382	0	1127	
7867474	2	488	
7867700	0	1283	
7867786	2	450	
7868018	0	1311	
7868103	2	450	
7868341	0	1350	
7868425	2	438	
7868652	0	1288	
7868737	2	444	
7868957	0	1244	
7869043	2	444	
7869262	0	1255	
7869348	2	450	
7869565	0	1227	
7869651	2	455	
7869865	0	1216	
7869951	2	450	
7870159	0	1183	
7870246	2	455	
7870450	0	1161	
7870538	2	461	
7870735	0	1122	
7870824	2	466	
7871016	0	1094	
7871107	2	477	
7871299	0	1088	
7871390	2	483	
7871587	0	1122	
7871677	2	472	
7871878	0	1138	
7871967	2	472	
7872167	0	1138	
7872255	2	461	
7872451	0	1111	
7872540	2	472	
7872730	0	1083	
7872819	2	466	
7873013	0	1100	
7873102	2	472	
7873299	0	1122	
7873387	2	461	
7873590	0	1155	
7873677	2	444	
7873879	0	1161	
7873966	2	455	
7874170	0	1161	
7874257	2	455	
7874458	0	1144	
7874545	2	455	
7874745	0	1138	
7874832	2	455	
7875032	0	1133	
7875119	2	461	
7875320	0	1144	
7875408	2	461	
7875610	0	1150	
7875698	2	461	
7875904	0	1172	
7875991	2	455	
7876200	0	1188	
7876287	2	455	
7876497	0	1188	
7876585	2	466	
7876797	0	1205	
