Sample	Type	RR(ms)
7480941	2	422	
7481133	0	1100	
7481215	2	422	
7481406	0	1094	
7481489	2	427	
7481676	0	1072	
7481760	2	433	
7481946	0	1066	
7482029	2	433	
7482216	0	1066	
7482300	2	433	
7482484	0	1055	
7482568	2	438	
7482755	0	1066	
7482840	2	438	
7483023	0	1050	
7483107	2	438	
7483288	0	1033	
7483372	2	438	
7483552	0	1027	
7483637	2	438	
7483815	0	1022	
7483900	2	444	
7484076	0	1005	
7484163	2	450	
7484336	0	994	
7484422	2	450	
7484595	0	1000	
7484684	2	450	
7484862	0	1022	
7484948	2	444	
7485126	0	1022	
7485213	2	433	
7485390	0	1033	
7485477	2	450	
7485652	0	1005	
7485739	2	450	
7485910	0	983	
7485996	2	450	
7486168	0	983	
7486255	2	455	
7486421	0	950	
7486510	2	466	
7486674	0	938	
7486764	2	472	
7486927	0	933	
7487016	2	466	
7487180	0	938	
7487270	2	472	
7487432	0	927	
7487523	2	455	
7487685	0	944	
7487776	2	477	
7487944	0	961	
7488033	2	450	
7488205	0	1000	
7488292	2	461	
7488468	0	1005	
7488556	2	438	
7488731	0	1022	
7488818	2	433	
7488992	0	1016	
7489078	2	450	
7489255	0	1005	
7489343	2	461	
7489513	0	977	
7489602	2	461	
7489769	0	961	
7489858	2	466	
7490021	0	927	
7490111	2	477	
7490274	0	933	
7490364	2	472	
7490524	0	916	
7490614	2	472	
7490776	0	927	
7490868	2	461	
7491030	0	950	
7491119	2	466	
7491287	0	961	
7491375	2	461	
7491545	0	972	
7491633	2	461	
7491804	0	972	
7491892	2	466	
7492064	0	983	
7492152	2	461	
7492327	0	1000	
7492415	2	461	
7492599	0	1050	
7492685	2	450	
7492873	0	1072	
7492959	2	450	
7493153	0	1105	
7493238	2	444	
7493432	0	1100	
7493517	2	450	
7493708	0	1088	
7493793	2	444	
7493987	0	1105	
7494073	2	438	
7494263	0	1094	
7494348	2	444	
7494541	0	1100	
7494627	2	427	
7494813	0	1083	
7494899	2	450	
7495088	0	1077	
7495173	2	444	
7495358	0	1055	
7495443	2	444	
7495630	0	1066	
7495715	2	444	
7495896	0	1033	
7495982	2	450	
7496166	0	1050	
7496252	2	427	
7496433	0	1055	
7496519	2	438	
7496696	0	1022	
7496782	2	450	
7496963	0	1033	
7497048	2	444	
7497229	0	1033	
7497314	2	444	
7497496	0	1038	
7497581	2	444	
7497763	0	1038	
7497848	2	444	
7498029	0	1027	
7498114	2	450	
7498292	0	1016	
7498378	2	450	
7498558	0	1022	
7498642	2	444	
7498827	0	1055	
7498912	2	444	
7499097	0	1066	
7499183	2	438	
7499372	0	1088	
7499459	2	444	
7499649	0	1094	
7499735	2	438	
7499931	0	1116	
7500015	2	438	
7500214	0	1127	
7500297	2	438	
7500496	0	1127	
7500580	2	444	
7500783	0	1150	
7500866	2	427	
7501061	0	1122	
7501145	2	438	
7501340	0	1111	
7501425	2	433	
7501615	0	1094	
7501700	2	444	
7501892	0	1094	
7501976	2	438	
7502166	0	1077	
7502251	2	438	
7502438	0	1077	
7502523	2	444	
7502710	0	1061	
7502796	2	444	
7502980	0	1061	
7503066	2	450	
7503254	0	1072	
7503341	2	444	
7503524	0	1066	
7503612	2	450	
7503799	0	1066	
7503886	2	433	
7504073	0	1088	
7504160	2	433	
7504343	0	1061	
7504430	2	461	
7504616	0	1061	
7504704	2	438	
7504893	0	1094	
7504979	2	444	
7505170	0	1100	
7505257	2	433	
7505454	0	1138	
7505539	2	438	
7505736	0	1133	
7505822	2	427	
7506024	0	1166	
7506109	2	438	
7506311	0	1161	
7506397	2	427	
7506607	0	1211	
7506690	2	427	
7506900	0	1216	
7506985	2	411	
7507196	0	1216	
7507279	2	427	
7507479	0	1161	
7507565	2	416	
7507767	0	1166	
7507851	2	433	
7508049	0	1138	
7508134	2	422	
7508339	0	1183	
7508422	2	427	
7508624	0	1161	
7508707	2	433	
7508911	0	1155	
7508994	2	427	
7509191	0	1133	
7509274	2	433	
7509471	0	1116	
7509554	2	427	
7509746	0	1105	
7509830	2	416	
7510023	0	1122	
7510107	2	427	
7510298	0	1100	
7510382	2	438	
7510578	0	1111	
7510662	2	433	
7510856	0	1116	
7510940	2	438	
7511142	0	1150	
7511225	2	422	
7511426	0	1155	
7511509	2	433	
7511708	0	1133	
7511791	2	433	
7511982	0	1088	
7512067	2	422	
7512252	0	1072	
7512338	2	433	
7512517	0	1055	
7512604	2	444	
7512784	0	1022	
7512873	2	450	
7513050	0	1027	
7513138	2	444	
7513316	0	1033	
7513402	2	433	
7513577	0	1033	
7513666	2	455	
7513849	0	1044	
7513936	2	433	
7514119	0	1061	
7514206	2	461	
7514396	0	1094	
7514484	2	427	
7514673	0	1111	
7514760	2	444	
7514952	0	1088	
7515038	2	433	
7515231	0	1116	
7515316	2	427	
7515504	0	1088	
7515589	2	450	
7515779	0	1077	
7515865	2	433	
7516052	0	1088	
7516137	2	444	
7516318	0	1044	
7516405	2	444	
7516581	0	1016	
7516670	2	455	
7516847	0	1005	
7516935	2	455	
7517110	0	1011	
7517197	2	455	
7517375	0	1011	
7517462	2	438	
7517641	0	1038	
7517728	2	461	
7517911	0	1044	
7517998	2	433	
7518176	0	1050	
7518265	2	455	
7518445	0	1027	
7518533	2	438	
7518708	0	1033	
7518798	2	461	
7518978	0	1027	
7519066	2	438	
7519247	0	1066	
7519336	2	455	
7519523	0	1061	
7519611	2	444	
7519800	0	1100	
7519886	2	450	
7520076	0	1077	
7520163	2	438	
7520351	0	1088	
7520437	2	455	
7520626	0	1072	
7520713	2	438	
7520904	0	1111	
7520990	2	438	
7521180	0	1094	
7521265	2	444	
7521455	0	1083	
7521542	2	433	
7521723	0	1066	
7521811	2	450	
7521993	0	1038	
7522080	2	455	
7522256	0	1005	
7522344	2	438	
7522516	0	1000	
7522604	2	466	
7522778	0	994	
7522866	2	461	
7523050	0	1050	
7523137	2	433	
7523327	0	1116	
7523414	2	444	
7523618	0	1155	
7523703	2	438	
7523903	0	1161	
7523989	2	438	
7524195	0	1166	
7524279	2	433	
7524478	0	1144	
7524563	2	422	
7524763	0	1161	
7524848	2	433	
7525042	0	1111	
7525128	2	433	
7525326	0	1144	
7525411	2	438	
7525606	0	1133	
7525692	2	438	
7525895	0	1150	
7525979	2	433	
7526177	0	1150	
7526263	2	438	
7526464	0	1144	
7526548	2	438	
7526743	0	1122	
7526829	2	438	
7527025	0	1116	
7527110	2	433	
7527300	0	1088	
7527385	2	450	
7527576	0	1088	
7527662	2	427	
7527848	0	1083	
7527934	2	450	
7528123	0	1077	
7528209	2	427	
7528398	0	1100	
7528483	2	444	
7528676	0	1094	
7528762	2	433	
7528954	0	1127	
7529040	2	438	
7529235	0	1105	
7529320	2	427	
7529511	0	1122	
7529598	2	444	
7529792	0	1100	
7529878	2	455	
7530073	0	1122	
7530159	2	438	
7530356	0	1116	
7530441	2	450	
7530637	0	1127	
7530723	2	438	
7530921	0	1122	
7531007	2	433	
7531202	0	1144	
7531288	2	438	
7531489	0	1144	
7531574	2	422	
7531768	0	1138	
7531854	2	438	
7532052	0	1127	
7532137	2	422	
7532331	0	1138	
7532417	2	438	
7532618	0	1144	
7532703	2	422	
7532906	0	1177	
7532990	2	438	
7533197	0	1177	
7533281	2	416	
7533480	0	1150	
7533564	2	433	
7533753	0	1100	
7533841	2	427	
7534031	0	1100	
7534117	2	444	
7534309	0	1105	
7534395	2	427	
7534593	0	1150	
7534678	2	433	
7534877	0	1144	
7534962	2	422	
7535167	0	1188	
7535251	2	427	
7535451	0	1150	
7535536	2	444	
7535735	0	1133	
7535822	2	433	
7536016	0	1127	
7536102	2	450	
7536298	0	1116	
7536385	2	433	
7536579	0	1122	
7536666	2	461	
7536861	0	1111	
7536948	2	433	
7537139	0	1122	
7537227	2	450	
7537427	0	1138	
7537513	2	450	
7537710	0	1122	
7537796	2	450	
7537995	0	1133	
7538082	2	455	
7538281	0	1133	
7538367	2	450	
7538570	0	1150	
7538657	2	461	
7538865	0	1183	
7538951	2	450	
7539161	0	1188	
7539248	2	438	
7539459	0	1233	
7539545	2	438	
7539760	0	1222	
7539845	2	422	
7540059	0	1233	
7540144	2	450	
7540359	0	1222	
7540443	2	438	
7540653	0	1188	
7540738	2	450	
7540949	0	1200	
7541033	2	438	
7541239	0	1172	
7541323	2	438	
7541527	0	1161	
7541611	2	427	
7541808	0	1133	
7541893	2	444	
7542092	0	1133	
7542178	2	427	
7542373	0	1127	
7542459	2	455	
7542659	0	1138	
7542745	2	427	
7542944	0	1155	
7543029	2	444	
7543233	0	1161	
7543317	2	416	
7543517	0	1161	
7543601	2	438	
7543802	0	1144	
7543887	2	422	
7544081	0	1127	
7544166	2	444	
7544363	0	1122	
7544448	2	422	
7544643	0	1133	
7544727	2	438	
7544926	0	1133	
7545010	2	438	
7545206	0	1116	
7545290	2	438	
7545486	0	1116	
7545570	2	438	
7545763	0	1100	
7545847	2	438	
7546036	0	1077	
7546121	2	422	
7546307	0	1083	
7546392	2	444	
7546581	0	1077	
7546666	2	433	
7546856	0	1094	
7546941	2	444	
7547136	0	1111	
7547221	2	433	
7547418	0	1133	
7547502	2	438	
7547703	0	1144	
7547786	2	422	
7547985	0	1144	
7548069	2	416	
7548266	0	1144	
7548349	2	433	
7548540	0	1083	
7548626	2	433	
7548813	0	1100	
7548900	2	422	
7549082	0	1072	
7549170	2	427	
7549350	0	1061	
7549439	2	433	
7549623	0	1066	
7549710	2	438	
7549896	0	1077	
7549982	2	433	
7550165	0	1061	
7550253	2	444	
7550435	0	1072	
7550524	2	433	
7550705	0	1066	
7550794	2	433	
7550976	0	1055	
7551064	2	444	
7551246	0	1055	
7551334	2	444	
7551513	0	1038	
7551603	2	455	
7551788	0	1077	
7551875	2	455	
7552060	0	1055	
7552147	2	455	
7552335	0	1072	
7552423	2	461	
7552616	0	1100	
7552702	2	450	
7552893	0	1088	
7552980	2	455	
7553172	0	1094	
7553259	2	455	
7553452	0	1100	
7553539	2	455	
7553732	0	1100	
7553819	2	455	
7554015	0	1116	
7554101	2	450	
7554291	0	1083	
7554378	2	455	
7554568	0	1083	
7554655	2	455	
7554838	0	1044	
7554926	2	461	
7555105	0	1022	
7555194	2	466	
7555372	0	1016	
7555462	2	472	
7555641	0	1022	
7555731	2	472	
7555911	0	1027	
7556000	2	466	
7556189	0	1077	
7556277	2	461	
7556470	0	1100	
7556558	2	461	
7556760	0	1150	
7556846	2	450	
7557049	0	1150	
7557136	2	461	
7557348	0	1205	
7557434	2	450	
7557648	0	1211	
7557733	2	450	
7557953	0	1250	
7558038	2	444	
7558256	0	1233	
7558341	2	450	
7558560	0	1244	
7558644	2	438	
7558860	0	1227	
7558945	2	444	
7559154	0	1188	
7559240	2	450	
7559446	0	1172	
7559532	2	450	
7559732	0	1138	
7559818	2	450	
7560017	0	1133	
7560104	2	455	
7560304	0	1138	
7560390	2	450	
7560598	0	1183	
7560683	2	444	
7560892	0	1188	
7560977	2	444	
7561190	0	1211	
7561274	2	438	
7561481	0	1177	
7561565	2	438	
7561775	0	1194	
7561858	2	433	
7562065	0	1177	
7562149	2	438	
7562358	0	1188	
7562441	2	433	
7562647	0	1172	
7562730	2	433	
7562935	0	1166	
7563018	2	433	
7563217	0	1133	
7563301	2	438	
7563501	0	1138	
7563585	2	438	
7563782	0	1122	
7563866	2	438	
7564068	0	1150	
7564151	2	433	
7564350	0	1133	
7564433	2	433	
7564634	0	1144	
7564717	2	433	
7564915	0	1127	
7564998	2	433	
7565197	0	1133	
7565280	2	433	
7565478	0	1127	
7565561	2	433	
7565755	0	1105	
7565839	2	438	
7566030	0	1088	
7566114	2	438	
7566302	0	1072	
7566387	2	444	
7566574	0	1066	
7566659	2	444	
7566846	0	1066	
7566931	2	444	
7567119	0	1072	
7567204	2	444	
7567393	0	1077	
7567479	2	450	
7567670	0	1088	
7567755	2	444	
7567951	0	1116	
7568035	2	438	
7568235	0	1138	
7568319	2	438	
7568527	0	1183	
7568611	2	438	
7568818	0	1177	
7568901	2	433	
7569112	0	1200	
7569195	2	433	
7569406	0	1200	
7569489	2	433	
7569706	0	1233	
7569788	2	427	
7570003	0	1222	
7570086	2	433	
7570304	0	1238	
7570387	2	433	
7570599	0	1200	
7570682	2	438	
7570894	0	1205	
7570977	2	433	
7571187	0	1194	
7571270	2	433	
7571481	0	1200	
7571564	2	433	
7571772	0	1183	
7571855	2	433	
7572066	0	1200	
7572149	2	433	
7572358	0	1188	
7572442	2	438	
7572653	0	1200	
7572736	2	433	
7572942	0	1172	
7573026	2	438	
7573228	0	1150	
7573311	2	433	
7573509	0	1127	
7573593	2	438	
7573788	0	1111	
7573872	2	438	
7574062	0	1083	
7574148	2	450	
7574335	0	1061	
7574422	2	438	
7574605	0	1066	
7574691	2	450	
7574872	0	1033	
7574959	2	455	
7575139	0	1027	
7575225	2	450	
7575402	0	1011	
7575490	2	461	
7575669	0	1022	
7575756	2	455	
7575942	0	1061	
7576028	2	450	
7576224	0	1116	
7576309	2	444	
7576513	0	1161	
7576598	2	444	
7576813	0	1222	
7576896	2	433	
7577115	0	1244	
7577198	2	433	
7577417	0	1244	
7577499	2	427	
7577711	0	1205	
7577794	2	433	
7578007	0	1211	
7578090	2	433	
7578299	0	1188	
7578383	2	438	
7578589	0	1172	
7578673	2	438	
7578873	0	1138	
7578958	2	444	
7579163	0	1166	
7579248	2	444	
7579459	0	1200	
7579542	2	433	
7579770	0	1294	
7579851	2	422	
7580076	0	1272	
7580158	2	433	
7580385	0	1288	
7580466	2	422	
7580683	0	1233	
7580765	2	427	
7580980	0	1222	
7581062	2	427	
7581274	0	1205	
7581357	2	433	
7581574	0	1233	
7581655	2	422	
7581872	0	1233	
7581954	2	427	
7582170	0	1227	
7582251	2	422	
7582466	0	1222	
7582547	2	422	
7582762	0	1222	
7582844	2	427	
7583056	0	1205	
7583137	2	422	
7583348	0	1200	
7583430	2	427	
7583635	0	1166	
7583718	2	433	
7583921	0	1155	
7584003	2	427	
7584201	0	1127	
7584284	2	433	
7584483	0	1133	
7584566	2	433	
7584768	0	1150	
7584850	2	427	
7585066	0	1227	
7585148	2	427	
7585362	0	1216	
7585444	2	427	
7585660	0	1227	
7585740	2	416	
7585951	0	1200	
7586032	2	422	
7586241	0	1188	
7586321	2	416	
7586531	0	1194	
7586611	2	416	
7586820	0	1188	
7586900	2	416	
7587110	0	1194	
7587191	2	422	
7587404	0	1211	
7587484	2	416	
7587698	0	1216	
7587778	2	416	
7587986	0	1183	
7588066	2	416	
7588271	0	1166	
7588351	2	416	
7588554	0	1155	
7588634	2	416	
7588839	0	1166	
7588919	2	416	
7589123	0	1161	
7589203	2	416	
7589409	0	1172	
7589490	2	422	
7589689	0	1133	
7589770	2	422	
7589962	0	1094	
7590044	2	427	
7590232	0	1072	
7590314	2	427	
7590505	0	1088	
7590587	2	427	
7590792	0	1166	
7590872	2	416	
7591083	0	1200	
7591162	2	411	
7591380	0	1238	
7591459	2	411	
7591676	0	1233	
7591755	2	411	
7591972	0	1233	
7592051	2	411	
7592265	0	1216	
7592344	2	411	
7592553	0	1188	
7592633	2	416	
7592839	0	1172	
7592918	2	411	
7593119	0	1144	
7593199	2	416	
7593394	0	1111	
7593475	2	422	
7593666	0	1088	
7593747	2	422	
7593940	0	1100	
7594021	2	422	
7594214	0	1100	
7594295	2	422	
7594501	0	1172	
7594581	2	416	
7594795	0	1216	
7594874	2	411	
7595096	0	1261	
7595175	2	411	
7595392	0	1233	
7595471	2	411	
7595685	0	1216	
7595765	2	416	
7595974	0	1188	
7596054	2	416	
7596264	0	1194	
7596343	2	411	
7596550	0	1177	
7596631	2	422	
7596836	0	1166	
7596916	2	416	
7597119	0	1155	
7597200	2	422	
7597401	0	1144	
7597482	2	422	
7597679	0	1122	
7597760	2	422	
7597958	0	1127	
7598039	2	422	
7598247	0	1183	
7598327	2	416	
7598550	0	1266	
7598628	2	405	
7598862	0	1327	
7599034	0	955	
7599114	2	416	
7599344	0	1305	
7599502	0	877	
7599582	2	416	
7599809	0	1288	
7599967	0	877	
7600121	0	855	
7600205	2	438	
7600429	0	1272	
7600509	2	416	
7600734	0	1277	
7600814	2	416	
7601028	0	1216	
7601109	2	422	
7601321	0	1205	
7601402	2	422	
7601606	0	1161	
7601688	2	427	
7601887	0	1133	
7601968	2	422	
7602160	0	1094	
7602243	2	433	
7602434	0	1088	
7602517	2	433	
7602712	0	1111	
7602795	2	433	
7603003	0	1183	
7603084	2	422	
7603301	0	1233	
7603381	2	416	
7603608	0	1288	
7603687	2	411	
7603906	0	1244	
7603985	2	411	
7604204	0	1244	
7604284	2	416	
7604498	0	1216	
7604578	2	416	
7604790	0	1205	
7604870	2	416	
7605078	0	1177	
7605159	2	427	
7605363	0	1161	
7605444	2	422	
7605645	0	1144	
7605727	2	427	
7605935	0	1183	
7606015	2	416	
7606228	0	1211	
7606308	2	416	
7606524	0	1227	
7606603	2	411	
7606818	0	1222	
7606897	2	411	
7607113	0	1227	
7607194	2	422	
7607409	0	1222	
7607489	2	416	
7607707	0	1238	
7607787	2	416	
7607995	0	1183	
7608076	2	422	
7608282	0	1172	
7608363	2	422	
7608572	0	1188	
7608652	2	416	
7608869	0	1233	
7608949	2	416	
7609164	0	1222	
7609243	2	411	
7609457	0	1216	
7609537	2	416	
7609746	0	1188	
7609826	2	416	
7610034	0	1183	
7610115	2	422	
7610321	0	1172	
7610401	2	416	
7610610	0	1188	
7610691	2	422	
7610900	0	1188	
7610980	2	416	
7611181	0	1144	
7611262	2	422	
7611458	0	1116	
7611539	2	422	
7611732	0	1100	
7611814	2	427	
7612011	0	1122	
7612092	2	422	
7612292	0	1138	
7612373	2	422	
7612576	0	1155	
7612657	2	422	
7612859	0	1150	
7612940	2	422	
7613149	0	1188	
7613228	2	411	
7613441	0	1211	
7613520	2	411	
7613735	0	1222	
7613815	2	416	
7614028	0	1211	
7614108	2	416	
7614321	0	1211	
7614401	2	416	
7614615	0	1216	
7614695	2	416	
7614899	0	1161	
7614980	2	422	
7615179	0	1133	
7615259	2	416	
7615457	0	1122	
7615539	2	433	
7615742	0	1155	
7615823	2	422	
7616027	0	1161	
7616108	2	422	
7616315	0	1177	
7616396	2	422	
7616603	0	1177	
7616684	2	422	
7616892	0	1183	
7616972	2	416	
7617177	0	1166	
7617258	2	422	
7617460	0	1150	
7617540	2	416	
7617740	0	1138	
7617821	2	422	
7618021	0	1138	
7618101	2	416	
7618308	0	1172	
7618388	2	422	
7618597	0	1188	
7618677	2	416	
7618888	0	1200	
7618968	2	416	
7619178	0	1194	
7619258	2	416	
7619469	0	1200	
7619548	2	411	
7619755	0	1177	
7619834	2	411	
7620040	0	1172	
7620120	2	416	
7620319	0	1133	
7620399	2	416	
7620592	0	1100	
7620673	2	422	
7620860	0	1066	
7620942	2	427	
7621130	0	1072	
7621212	2	427	
7621402	0	1083	
7621483	2	422	
7621679	0	1116	
7621761	2	427	
7621961	0	1138	
7622041	2	416	
7622247	0	1172	
7622327	2	416	
7622537	0	1194	
7622616	2	411	
7622833	0	1233	
7622912	2	411	
7623126	0	1216	
7623206	2	416	
7623418	0	1205	
7623498	2	416	
7623707	0	1188	
7623787	2	416	
7623992	0	1166	
7624072	2	416	
7624275	0	1155	
7624356	2	422	
7624555	0	1133	
7624636	2	422	
7624838	0	1150	
7624919	2	422	
7625119	0	1138	
7625199	2	416	
7625401	0	1150	
7625482	2	422	
7625679	0	1122	
7625759	2	416	
7625960	0	1144	
7626041	2	422	
7626243	0	1150	
7626323	2	416	
7626535	0	1205	
7626614	2	411	
7626828	0	1216	
7626907	2	411	
7627128	0	1255	
7627207	2	411	
7627426	0	1244	
7627505	2	411	
7627724	0	1244	
7627804	2	416	
7628018	0	1216	
7628098	2	416	
7628313	0	1222	
7628393	2	416	
7628605	0	1205	
7628686	2	422	
7628899	0	1211	
7628979	2	416	
7629189	0	1194	
7629270	2	422	
7629477	0	1177	
7629559	2	427	
7629759	0	1138	
7629840	2	422	
7630033	0	1100	
7630116	2	433	
7630306	0	1077	
7630389	2	438	
7630584	0	1111	
7630667	2	433	
7630873	0	1166	
7630955	2	433	
7631175	0	1250	
7631256	2	422	
7631475	0	1238	
7631555	2	422	
7631772	0	1233	
7631852	2	416	
7632064	0	1205	
7632144	2	416	
7632354	0	1194	
7632436	2	427	
7632644	0	1183	
7632725	2	422	
7632938	0	1211	
7633019	2	422	
7633229	0	1194	
7633309	2	416	
7633520	0	1200	
7633601	2	422	
7633812	0	1200	
7633893	2	422	
7634103	0	1194	
7634185	2	427	
7634401	0	1227	
7634481	2	416	
7634696	0	1222	
7634777	2	422	
7634996	0	1244	
7635075	2	411	
7635290	0	1222	
7635371	2	422	
7635587	0	1227	
7635668	2	422	
7635844	0	1005	
7635929	2	444	
7636174	0	1388	
7636254	2	416	
7636472	0	1238	
7636553	2	422	
7636755	0	1150	
7636837	2	427	
7637033	0	1111	
7637116	2	438	
7637313	0	1122	
7637395	2	427	
7637600	0	1161	
7637682	2	433	
7637893	0	1200	
7637975	2	427	
7638191	0	1227	
7638272	2	422	
7638489	0	1233	
7638569	2	416	
7638789	0	1250	
7638870	2	422	
7639091	0	1255	
7639171	2	416	
7639392	0	1255	
7639472	2	416	
7639685	0	1211	
7639766	2	422	
7639980	0	1216	
7640061	2	422	
7640269	0	1183	
7640351	2	427	
7640558	0	1177	
7640640	2	427	
7640843	0	1155	
7640924	2	422	
7641125	0	1144	
7641208	2	433	
7641403	0	1111	
7641486	2	433	
7641683	0	1122	
7641767	2	438	
7641970	0	1150	
7642052	2	433	
7642265	0	1205	
7642346	2	427	
7642566	0	1250	
7642646	2	416	
7642870	0	1266	
7642950	2	422	
7643178	0	1294	
7643258	2	416	
7643477	0	1244	
7643558	2	422	
7643775	0	1233	
7643855	2	416	
7644065	0	1194	
7644147	2	427	
7644354	0	1177	
7644435	2	422	
7644637	0	1150	
7644719	2	427	
7644922	0	1155	
7645004	2	427	
7645204	0	1138	
7645287	2	433	
7645484	0	1122	
7645568	2	438	
7645760	0	1094	
7645844	2	438	
7646040	0	1116	
7646123	2	433	
7646324	0	1144	
7646406	2	427	
7646621	0	1222	
7646702	2	422	
7646922	0	1244	
7647003	2	427	
7647223	0	1250	
7647303	2	416	
7647518	0	1216	
7647599	2	427	
7647813	0	1216	
7647893	2	416	
7648104	0	1200	
7648185	2	422	
7648393	0	1183	
7648475	2	427	
7648684	0	1188	
7648765	2	422	
7648968	0	1155	
7649051	2	433	
7649248	0	1122	
7649330	2	427	
7649520	0	1083	
7649604	2	438	
7649787	0	1044	
7649873	2	450	
7650056	0	1044	
7650141	2	444	
7650335	0	1105	
7650419	2	438	
7650619	0	1133	
7650703	2	444	
7650910	0	1177	
7650992	2	427	
7651204	0	1200	
7651286	2	433	
7651504	0	1238	
7651585	2	422	
7651802	0	1227	
7651883	2	427	
7652101	0	1238	
7652182	2	422	
7652396	0	1216	
7652477	2	422	
7652688	0	1200	
7652770	2	427	
7652980	0	1188	
7653062	2	433	
7653270	0	1183	
7653352	2	427	
7653556	0	1161	
7653639	2	433	
7653832	0	1100	
7653916	2	438	
7654105	0	1077	
7654191	2	427	
7654371	0	1050	
7654457	2	450	
7654634	0	1011	
7654722	2	461	
7654895	0	983	
7654984	2	472	
7655158	0	994	
7655248	2	466	
7655425	0	1011	
7655513	2	466	
7655701	0	1066	
7655787	2	455	
7655991	0	1161	
7656074	2	433	
7656288	0	1216	
7656370	2	427	
7656594	0	1272	
7656676	2	427	
7656900	0	1272	
7656981	2	422	
7657207	0	1283	
7657288	2	422	
7657515	0	1288	
7657596	2	422	
7657813	0	1233	
7657896	2	433	
7658112	0	1227	
7658195	2	433	
7658408	0	1211	
7658492	2	438	
7658707	0	1222	
7658791	2	438	
7658995	0	1161	
7659080	2	444	
7659274	0	1105	
7659360	2	450	
7659553	0	1094	
7659639	2	455	
7659848	0	1188	
7659932	2	438	
7660156	0	1266	
7660239	2	438	
7660468	0	1300	
7660551	2	433	
7660782	0	1311	
7660864	2	427	
7661088	0	1272	
7661170	2	427	
7661391	0	1255	
7661474	2	433	
7661687	0	1211	
7661770	2	433	
7661978	0	1183	
7662062	2	438	
7662264	0	1150	
7662349	2	444	
7662547	0	1127	
7662632	2	444	
7662825	0	1094	
7662912	2	461	
7663106	0	1105	
7663193	2	455	
7663391	0	1122	
7663477	2	455	
7663683	0	1172	
7663768	2	444	
7663977	0	1183	
7664060	2	438	
7664273	0	1211	
7664356	2	433	
7664572	0	1227	
7664654	2	427	
7664867	0	1211	
7664950	2	433	
7665158	0	1183	
7665242	2	438	
7665438	0	1111	
7665524	2	433	
7665713	0	1100	
7665799	2	450	
7665981	0	1038	
7666069	2	461	
7666245	0	1005	
7666336	2	477	
7666512	0	1005	
7666602	2	472	
7666791	0	1077	
7666878	2	455	
7667096	0	1238	
7667180	2	438	
7667408	0	1288	
7667491	2	438	
7667720	0	1300	
7667802	2	427	
7668026	0	1272	
7668108	2	427	
7668333	0	1277	
7668415	2	427	
7668637	0	1261	
7668719	2	427	
7668945	0	1283	
7669027	2	427	
7669249	0	1261	
7669332	2	433	
7669545	0	1211	
7669630	2	444	
7669829	0	1133	
7669915	2	450	
7670113	0	1127	
7670199	2	450	
7670400	0	1144	
7670486	2	450	
7670701	0	1222	
7670785	2	438	
7671000	0	1216	
7671085	2	450	
7671305	0	1250	
7671389	2	438	
7671608	0	1238	
7671692	2	444	
7671918	0	1283	
7672001	2	433	
7672220	0	1238	
7672304	2	444	
7672521	0	1233	
7672603	2	427	
7672808	0	1166	
7672893	2	444	
7673092	0	1133	
7673177	2	444	
7673377	0	1138	
7673462	2	444	
7673673	0	1200	
7673757	2	438	
7673972	0	1216	
7674056	2	444	
7674274	0	1238	
7674357	2	433	
7674573	0	1227	
7674655	2	427	
7674875	0	1250	
7674957	2	427	
7675172	0	1222	
7675254	2	427	
7675473	0	1244	
7675555	2	427	
7675766	0	1200	
7675849	2	433	
7676051	0	1150	
7676135	2	438	
7676330	0	1111	
7676415	2	444	
7676605	0	1083	
7676691	2	450	
7676883	0	1094	
7676969	2	450	
7677164	0	1111	
7677249	2	444	
7677455	0	1172	
7677539	2	438	
7677754	0	1222	
7677836	2	427	
7678060	0	1272	
7678141	2	422	
7678355	0	1216	
7678437	2	427	
7678648	0	1200	
7678730	2	427	
7678937	0	1177	
7679020	2	433	
7679228	0	1183	
7679311	2	433	
7679515	0	1161	
7679599	2	438	
7679803	0	1161	
7679887	2	438	
7680084	0	1122	
7680169	2	444	
7680360	0	1088	
7680446	2	450	
7680638	0	1094	
7680723	2	444	
7680933	0	1194	
7681017	2	438	
7681242	0	1272	
7681324	2	433	
7681557	0	1322	
7681638	2	422	
7681864	0	1283	
7681945	2	422	
7682161	0	1227	
7682243	2	427	
7682447	0	1155	
7682532	2	427	
7682724	0	1116	
7682809	2	444	
7682995	0	1055	
7683082	2	461	
7683261	0	1022	
7683350	2	466	
7683527	0	1011	
7683617	2	472	
7683802	0	1050	
7683890	2	466	
7684118	0	1294	
7684200	2	427	
7684448	0	1405	
7684528	2	416	
7684766	0	1350	
7684847	2	422	
7685071	0	1272	
7685153	2	427	
7685374	0	1255	
7685457	2	433	
7685669	0	1205	
7685753	2	438	
7685959	0	1172	
7686044	2	444	
7686246	0	1144	
7686332	2	455	
7686541	0	1188	
7686626	2	444	
7686840	0	1216	
7686924	2	438	
7687139	0	1222	
7687224	2	444	
7687443	0	1244	
7687527	2	438	
7687746	0	1244	
7687829	2	433	
7688051	0	1261	
7688135	2	438	
7688351	0	1227	
7688435	2	438	
7688649	0	1216	
7688734	2	444	
7688936	0	1150	
7689021	2	444	
7689215	0	1105	
7689302	2	455	
7689488	0	1061	
7689576	2	461	
7689788	0	1205	
7689872	2	438	
7690100	0	1294	
7690183	2	433	
7690412	0	1300	
7690494	2	427	
